,n_clusters,n_epitopes_captured,percent_clustered,percent_clustered_in_largest,percent_labeled_clustered,mean_purity,c-CSI,c-precision,method,epsilon,chains,minsize,flu_included,feature,sources,mean_features
422,83.0,10.0,26.730840429470568,3.4431691965938542,26.730840429470568,84.29491524605388,16.401332839689005,61.35734072022161,ESM,14.17,TRA,3,True,CDR23,regnonly,False
423,88.0,10.0,31.654942613846725,6.368011847463903,31.654942613846725,79.65351771345173,16.32728619029989,51.578947368421055,ESM,15.18,TRA,3,True,CDR23,regnonly,False
424,99.0,11.0,38.72639763050722,9.14476119955572,38.72639763050722,75.14952744033587,13.513513513513514,34.894837476099426,ESM,16.2,TRA,3,True,CDR23,regnonly,False
425,89.0,10.0,47.09366901147723,19.067012217697147,47.09366901147723,70.42164143130363,10.95890410958904,23.270440251572328,ESM,17.21,TRA,3,True,CDR23,regnonly,False
426,60.0,9.0,58.34875971862273,34.653831914105886,58.34875971862273,67.32006971987423,8.108108108108109,13.895939086294415,ESM,18.22,TRA,3,True,CDR23,regnonly,False
427,32.0,9.0,69.93706034801926,65.82747130692336,69.93706034801926,68.38418635170603,1.4439096630877453,2.0645844362096346,ESM,19.23,TRA,3,True,CDR23,regnonly,False
428,21.0,7.0,79.08182154757498,75.97186227323213,79.08182154757498,70.99087003222341,1.1847463902258424,1.49812734082397,ESM,20.25,TRA,3,True,CDR23,regnonly,False
429,7.0,4.0,84.67234357645316,83.78378378378379,84.67234357645316,69.76969046566926,0.4442798963346908,0.524704853519895,ESM,21.26,TRA,3,True,CDR23,regnonly,False
430,7.0,4.0,88.78193261754906,87.9674194742688,88.78193261754906,61.24939874939874,0.4442798963346908,0.5004170141784821,ESM,22.27,TRA,3,True,CDR23,regnonly,False
431,7.0,5.0,91.41058867086264,90.52202887819328,91.41058867086264,64.82909728308502,0.3332099222510181,0.3645200486026732,ESM,23.28,TRA,3,True,CDR23,regnonly,False
432,7.0,6.0,93.40984820436876,92.44724176231026,93.40984820436876,62.46352766176555,0.3332099222510181,0.356718192627824,ESM,24.3,TRA,3,True,CDR23,regnonly,False
433,34.0,6.0,7.743517869656622,1.3314646110721795,7.743517869656622,98.99732620320856,7.603363700070077,98.19004524886878,ESM,8.38,TRB,3,True,CDR23,regnonly,False
434,32.0,8.0,9.985984583041343,2.4877365101611773,9.985984583041343,98.17027162977868,9.67063770147162,96.84210526315788,ESM,9.31,TRB,3,True,CDR23,regnonly,False
435,29.0,8.0,11.983181499649614,5.676243868255081,11.983181499649614,97.8167001155507,11.667834618079889,97.36842105263158,ESM,10.24,TRB,3,True,CDR23,regnonly,False
436,36.0,8.0,14.78626489138052,8.51436580238262,14.78626489138052,97.4896689597794,14.050455501051156,95.02369668246446,ESM,11.17,TRB,3,True,CDR23,regnonly,False
437,49.0,8.0,18.04484933426769,9.8458304134548,18.04484933426769,92.6409913228128,16.082690960056063,89.12621359223301,ESM,12.1,TRB,3,True,CDR23,regnonly,False
438,57.0,10.0,21.12824106517169,10.89698668535389,21.12824106517169,87.41363969702098,18.07988787666433,85.57213930348259,ESM,13.03,TRB,3,True,CDR23,regnonly,False
439,77.0,12.0,25.893482831114227,11.807988787666432,25.893482831114227,81.68358565624021,19.866853538892784,76.7253044654939,ESM,13.96,TRB,3,True,CDR23,regnonly,False
440,98.0,12.0,32.41065171688858,13.629992992291522,32.41065171688858,71.87061129984508,20.0770847932726,61.94594594594594,ESM,14.89,TRB,3,True,CDR23,regnonly,False
441,105.0,11.0,41.90609670637701,17.484232655921513,41.90609670637701,62.9018394919952,21.058163980378417,50.25083612040134,ESM,15.82,TRB,3,True,CDR23,regnonly,False
442,72.0,12.0,52.10231254379818,35.49404344779257,52.10231254379818,62.12242242690617,2.55781359495445,4.909213180901143,ESM,16.75,TRB,3,True,CDR23,regnonly,False
443,41.0,11.0,63.209530483531886,56.44709180098108,63.209530483531886,59.35655781138817,1.3314646110721795,2.106430155210643,ESM,17.68,TRB,3,True,CDR23,regnonly,False
444,24.0,8.0,73.47582340574633,70.21723896285914,73.47582340574633,63.03167474574661,1.0161177295024526,1.3829279923700524,ESM,18.61,TRB,3,True,CDR23,regnonly,False
445,15.0,7.0,81.21934127540294,79.11702873160476,81.21934127540294,64.9493019528449,0.6657323055360898,0.819672131147541,ESM,19.54,TRB,3,True,CDR23,regnonly,False
446,10.0,5.0,87.5613174491941,86.01962158374212,87.5613174491941,65.21122699432271,0.5606166783461808,0.6402561024409764,ESM,20.47,TRB,3,True,CDR23,regnonly,False
447,9.0,4.0,90.6447091800981,89.03293622985284,90.6447091800981,75.13336831518649,0.350385423966363,0.3865481252415926,ESM,21.41,TRB,3,True,CDR23,regnonly,False
448,51.0,6.0,12.531328320802006,3.5839598997493733,12.531328320802006,99.15032679738565,12.205513784461154,97.4,ESM,1.1,TR,3,True,CDR23,regnonly,True
449,59.0,8.0,15.388471177944862,5.162907268170426,15.388471177944862,97.57062146892656,14.837092731829571,96.4169381107492,ESM,1.23,TR,3,True,CDR23,regnonly,True
450,69.0,8.0,19.29824561403509,8.596491228070175,19.29824561403509,95.18493337481804,18.47117794486216,95.71428571428572,ESM,1.35,TR,3,True,CDR23,regnonly,True
451,74.0,10.0,23.659147869674182,11.052631578947368,23.659147869674182,94.46353017966356,22.4812030075188,95.02118644067797,ESM,1.47,TR,3,True,CDR23,regnonly,True
452,70.0,10.0,29.22305764411028,18.345864661654137,29.22305764411028,92.33779019370046,27.31829573934837,93.4819897084048,ESM,1.6,TR,3,True,CDR23,regnonly,True
453,75.0,11.0,35.88972431077694,26.06516290726817,35.88972431077694,88.99206349206348,6.7669172932330826,18.85474860335196,ESM,1.72,TR,3,True,CDR23,regnonly,True
454,78.0,10.0,44.13533834586466,33.734335839599,44.13533834586466,88.4964375346528,6.140350877192983,13.912549687677457,ESM,1.84,TR,3,True,CDR23,regnonly,True
455,67.0,9.0,54.18546365914787,45.31328320802005,54.18546365914787,89.22302576951314,5.388471177944862,9.94449583718779,ESM,1.96,TR,3,True,CDR23,regnonly,True
456,45.0,10.0,66.2155388471178,61.50375939849624,66.2155388471178,87.5757040659241,3.3583959899749374,5.071915215745647,ESM,2.09,TR,3,True,CDR23,regnonly,True
457,34.0,10.0,76.19047619047619,72.58145363408521,76.19047619047619,86.51141533961652,2.406015037593985,3.1578947368421053,ESM,2.21,TR,3,True,CDR23,regnonly,True
458,26.0,8.0,83.98496240601504,80.95238095238095,83.98496240601504,86.51494403429388,1.9047619047619049,2.267979707549985,ESM,2.33,TR,3,True,CDR23,regnonly,True
459,21.0,8.0,88.37092731829574,85.71428571428571,88.37092731829574,93.10568086883876,2.0050125313283207,2.2688598979013044,ESM,2.45,TR,3,True,CDR23,regnonly,True
460,21.0,8.0,91.2531328320802,88.47117794486215,91.2531328320802,91.00889117178068,1.8546365914786969,2.0324086789343587,ESM,2.58,TR,3,True,CDR23,regnonly,True
461,18.0,6.0,93.1328320802005,90.92731829573935,93.1328320802005,89.70029911388787,1.5288220551378446,1.6415500538213132,ESM,2.7,TR,3,True,CDR23,regnonly,True
462,16.0,6.0,94.61152882205512,92.406015037594,94.61152882205512,84.26418695190308,1.2030075187969924,1.271523178807947,ESM,2.82,TR,3,True,CDR23,regnonly,True
463,41.0,7.0,11.255090707145502,1.554979637171418,11.255090707145502,86.18493295322563,7.515734912995187,66.77631578947368,ESM,0.79,TRA,3,True,CDR23,regnonly,True
464,57.0,9.0,16.993706034801924,1.7771195853387634,16.993706034801924,83.1141043737321,8.515364679748242,50.10893246187364,ESM,0.88,TRA,3,True,CDR23,regnonly,True
465,68.0,9.0,24.435394298408,1.888189559422436,24.435394298408,75.98793215723816,8.626434653831915,35.303030303030305,ESM,0.97,TRA,3,True,CDR23,regnonly,True
466,62.0,9.0,36.912254720473896,10.847834135505368,36.912254720473896,62.15034465702325,7.62680488707886,20.661985957873625,ESM,1.06,TRA,3,True,CDR23,regnonly,True
467,48.0,11.0,50.16660496112551,30.136986301369863,50.16660496112551,56.05706956513408,0.4813032210292484,0.959409594095941,ESM,1.15,TRA,3,True,CDR23,regnonly,True
468,30.0,9.0,63.161791928915214,58.01554979637172,63.161791928915214,61.119601675121785,0.4813032210292484,0.7620164126611958,ESM,1.23,TRA,3,True,CDR23,regnonly,True
469,42.0,5.0,3.3650329188002925,0.1463057790782735,3.3650329188002925,95.23809523809524,3.0724213606437454,91.30434782608695,physico,1.6,TRB,2,True,CDR3,regnonly,False
470,89.0,11.0,14.37454279444038,2.1580102414045355,14.37454279444038,92.11413364872858,13.057790782735918,90.83969465648856,physico,2.16,TRB,2,True,CDR3,regnonly,False
471,126.0,11.0,21.47037307973665,4.133138258961229,21.47037307973665,87.98429825793588,16.569129480614485,77.17206132879046,physico,2.72,TRB,2,True,CDR3,regnonly,False
472,159.0,12.0,28.82223847841989,10.204828090709585,28.82223847841989,81.10154897214869,19.34893928310168,67.13197969543147,physico,3.28,TRB,2,True,CDR3,regnonly,False
473,177.0,12.0,38.14923189465984,14.1185076810534,38.14923189465984,77.60266549640588,8.595464520848573,22.53116011505273,physico,3.84,TRB,2,True,CDR3,regnonly,False
474,165.0,12.0,48.64667154352597,19.34893928310168,48.64667154352597,75.57871503850194,7.937088514996343,16.31578947368421,physico,4.4,TRB,2,True,CDR3,regnonly,False
475,123.0,13.0,60.131675201170445,37.67373811265545,60.131675201170445,71.69492770358775,5.5961960497439645,9.306569343065693,physico,4.96,TRB,2,True,CDR3,regnonly,False
476,73.0,12.0,70.70226773957572,60.863204096561816,70.70226773957572,68.44472617375014,2.487198244330651,3.517847904811174,physico,5.52,TRB,2,True,CDR3,regnonly,False
477,49.0,11.0,80.61448427212875,75.78639356254573,80.61448427212875,67.1985280598726,1.1704462326261886,1.4519056261343013,physico,6.08,TRB,2,True,CDR3,regnonly,False
478,20.0,9.0,88.00292611558156,86.39356254572056,88.00292611558156,65.83262771662433,0.4389173372348208,0.4987531172069825,physico,6.64,TRB,2,True,CDR3,regnonly,False
479,11.0,4.0,93.70885149963424,92.90416971470373,93.70885149963424,60.5249343832021,0.2560351133869787,0.273224043715847,physico,7.2,TRB,2,True,CDR3,regnonly,False
480,6.0,4.0,96.6349670811997,96.26920263350402,96.6349670811997,55.331813576494426,0.0731528895391367,0.0757002271006813,physico,7.76,TRB,2,True,CDR3,regnonly,False
481,2.0,1.0,98.390636430139,98.31748354059984,98.390636430139,40.88541666666666,0.0,0.0,physico,8.32,TRB,2,True,CDR3,regnonly,False
482,2.0,1.0,99.23189465983906,99.15874177029993,99.23189465983906,40.87974917004795,0.0,0.0,physico,8.88,TRB,2,True,CDR3,regnonly,False
483,1.0,1.0,99.70738844184343,99.70738844184343,99.70738844184343,31.76815847395451,0.0,0.0,physico,9.44,TRB,2,True,CDR3,regnonly,False
484,1.0,1.0,99.85369422092172,99.85369422092172,99.85369422092172,31.7948717948718,0.0,0.0,physico,10.0,TRB,2,True,CDR3,regnonly,False
485,94.0,11.0,18.114926419060968,4.7302032235459,18.114926419060968,97.96817694354088,17.44919411352488,96.32495164410058,physico,3.0,TRB,2,True,CDR23,regnonly,False
486,119.0,11.0,23.30063069376314,10.2312543798178,23.30063069376314,95.27623378118372,21.58374211632796,92.63157894736842,physico,3.8,TRB,2,True,CDR23,regnonly,False
487,171.0,12.0,31.42957252978276,12.088297126839525,31.42957252978276,89.26641533941863,26.90960056061668,85.61872909698997,physico,4.6,TRB,2,True,CDR23,regnonly,False
488,217.0,13.0,43.13244569025929,16.993693062368607,43.13244569025929,76.66316117272507,27.435178696566226,63.6068237205524,physico,5.4,TRB,2,True,CDR23,regnonly,False
489,209.0,13.0,58.093903293622986,19.37631394533988,58.093903293622986,70.823636512477,26.59425367904695,45.77804583835947,physico,6.2,TRB,2,True,CDR23,regnonly,False
490,95.0,12.0,74.14155571128241,59.25017519271199,74.14155571128241,74.38807512242727,3.7841625788367206,5.103969754253308,physico,7.0,TRB,2,True,CDR23,regnonly,False
491,35.0,10.0,87.91170287316048,76.83952347582341,87.91170287316048,73.91539296257059,1.156271899088998,1.315265045834994,physico,7.8,TRB,2,True,CDR23,regnonly,False
492,12.0,5.0,95.09460406447091,93.20252277505256,95.09460406447091,65.93395450993074,0.3153468815697267,0.3316138540899042,physico,8.6,TRB,2,True,CDR23,regnonly,False
493,4.0,2.0,98.59845830413455,98.38822704975472,98.59845830413455,70.41488603988604,0.1401541695865452,0.1421464108031272,physico,9.4,TRB,2,True,CDR23,regnonly,False
494,1.0,1.0,99.71969166082692,99.71969166082692,99.71969166082692,31.58819395643008,0.0,0.0,physico,10.2,TRB,2,True,CDR23,regnonly,False
495,1.0,1.0,99.8948843728101,99.8948843728101,99.8948843728101,31.602946334619432,0.0,0.0,physico,11.0,TRB,2,True,CDR23,regnonly,False
496,1.0,1.0,100.0,100.0,100.0,31.639803784162577,0.0,0.0,physico,11.8,TRB,2,True,CDR23,regnonly,False
497,1.0,1.0,100.0,100.0,100.0,31.639803784162577,0.0,0.0,physico,12.6,TRB,2,True,CDR23,regnonly,False
498,1.0,1.0,100.0,100.0,100.0,31.639803784162577,0.0,0.0,physico,13.4,TRB,2,True,CDR23,regnonly,False
499,1.0,1.0,100.0,100.0,100.0,31.639803784162577,0.0,0.0,physico,14.2,TRB,2,True,CDR23,regnonly,False
500,1.0,1.0,100.0,100.0,100.0,31.639803784162577,0.0,0.0,physico,15.0,TRB,2,True,CDR23,regnonly,False
501,99.0,11.0,18.235498436957275,4.6891281695033,18.235498436957275,97.96978416861458,17.61028134769017,96.57142857142856,physico,3.0,TRB,2,True,CDR123,regnonly,False
502,121.0,12.0,23.133032302882945,10.142410559221952,23.133032302882945,95.78130980683906,21.6394581451893,93.54354354354356,physico,3.8,TRB,2,True,CDR123,regnonly,False
503,178.0,12.0,31.608197290725947,11.98332754428621,31.608197290725947,90.76530162756885,27.335880514067384,86.48351648351648,physico,4.6,TRB,2,True,CDR123,regnonly,False
504,221.0,13.0,42.37582493921501,16.84612712747482,42.37582493921501,78.21204784361058,28.20423758249392,66.55737704918033,physico,5.4,TRB,2,True,CDR123,regnonly,False
505,229.0,13.0,55.505383813824245,19.208058353595,55.505383813824245,71.01807851993603,26.91906912122265,48.49812265331665,physico,6.2,TRB,2,True,CDR123,regnonly,False
506,143.0,13.0,71.96943383119138,20.42375824939215,71.96943383119138,68.43332446818295,25.425494963529005,35.32818532818533,physico,7.0,TRB,2,True,CDR123,regnonly,False
507,65.0,13.0,85.55053838138242,21.292115317818688,85.55053838138242,67.67314694936107,1.8409169850642584,2.151847340641494,physico,7.8,TRB,2,True,CDR123,regnonly,False
508,17.0,7.0,94.1299062174366,82.38971865230982,94.1299062174366,61.89598403330199,0.4515456755817992,0.4797047970479705,physico,8.6,TRB,2,True,CDR123,regnonly,False
509,8.0,3.0,97.91594303577632,86.97464397360194,97.91594303577632,53.5375701368327,0.1389371309482459,0.1418942887548776,physico,9.4,TRB,2,True,CDR123,regnonly,False
510,3.0,3.0,99.61792288989233,98.3674887113581,99.61792288989233,35.00886230198294,0.0,0.0,physico,10.2,TRB,2,True,CDR123,regnonly,False
511,2.0,2.0,99.8957971517888,98.68009725599168,99.8957971517888,27.18006738070096,0.0,0.0,physico,11.0,TRB,2,True,CDR123,regnonly,False
512,1.0,1.0,100.0,100.0,100.0,31.36505731156652,0.0,0.0,physico,11.8,TRB,2,True,CDR123,regnonly,False
513,1.0,1.0,100.0,100.0,100.0,31.36505731156652,0.0,0.0,physico,12.6,TRB,2,True,CDR123,regnonly,False
514,1.0,1.0,100.0,100.0,100.0,31.36505731156652,0.0,0.0,physico,13.4,TRB,2,True,CDR123,regnonly,False
515,1.0,1.0,100.0,100.0,100.0,31.36505731156652,0.0,0.0,physico,14.2,TRB,2,True,CDR123,regnonly,False
516,1.0,1.0,100.0,100.0,100.0,31.36505731156652,0.0,0.0,physico,15.0,TRB,2,True,CDR123,regnonly,False
517,74.0,9.0,6.12725844461901,0.1571091908876669,6.12725844461901,88.73873873873875,4.752553024351925,77.56410256410257,physico,1.6,TRA,2,True,CDR3,regnonly,False
518,150.0,11.0,19.7172034564022,1.296150824823252,19.7172034564022,82.91026196026196,14.454045561665357,73.30677290836654,physico,2.16,TRA,2,True,CDR3,regnonly,False
519,184.0,11.0,28.59387274155538,1.8460329929300865,28.59387274155538,77.80658556985072,18.14611154752553,63.46153846153846,physico,2.72,TRA,2,True,CDR3,regnonly,False
520,204.0,12.0,37.86331500392773,3.4564021995286724,37.86331500392773,73.16890016827102,20.07069913589945,53.00829875518672,physico,3.28,TRA,2,True,CDR3,regnonly,False
521,209.0,12.0,46.81853888452474,5.459544383346426,46.81853888452474,65.33292717468403,18.18538884524745,38.84228187919463,physico,3.84,TRA,2,True,CDR3,regnonly,False
522,215.0,13.0,58.36606441476827,8.012568735271014,58.36606441476827,61.7454395844533,12.097407698350354,20.726783310901748,physico,4.4,TRA,2,True,CDR3,regnonly,False
523,185.0,12.0,69.91358994501178,21.52395915161037,69.91358994501178,56.81208459837998,10.408483896307931,14.887640449438202,physico,4.96,TRA,2,True,CDR3,regnonly,False
524,106.0,12.0,78.27965435978005,45.12961508248232,78.27965435978005,59.93440448257067,2.631578947368421,3.361766181635725,physico,5.52,TRA,2,True,CDR3,regnonly,False
525,58.0,9.0,85.82089552238806,73.56637863315004,85.82089552238806,58.86803419893037,1.2175962293794187,1.4187643020594969,physico,6.08,TRA,2,True,CDR3,regnonly,False
526,35.0,9.0,90.57344854673998,83.54281225451689,90.57344854673998,65.2996134492255,1.0997643362136684,1.2142237640936686,physico,6.64,TRA,2,True,CDR3,regnonly,False
527,23.0,5.0,94.1476826394344,88.60958366064415,94.1476826394344,62.81730926853081,0.432050274941084,0.458906967042136,physico,7.2,TRA,2,True,CDR3,regnonly,False
528,13.0,4.0,96.81853888452474,92.18381775333856,96.81853888452474,64.67810656068903,0.3534956794972506,0.3651115618661257,physico,7.76,TRA,2,True,CDR3,regnonly,False
529,5.0,2.0,98.27179890023568,97.72191673212885,98.27179890023568,67.67876282345736,0.0785545954438334,0.0799360511590727,physico,8.32,TRA,2,True,CDR3,regnonly,False
530,3.0,1.0,99.09662215239592,98.70384917517674,99.09662215239592,74.5175089534421,0.0785545954438334,0.0792707094728497,physico,8.88,TRA,2,True,CDR3,regnonly,False
531,2.0,1.0,99.60722702278083,99.2930086410055,99.60722702278083,61.80775316455696,0.0,0.0,physico,9.44,TRA,2,True,CDR3,regnonly,False
532,1.0,1.0,99.84289080911232,99.84289080911232,99.84289080911232,36.30999213217939,0.0,0.0,physico,10.0,TRA,2,True,CDR3,regnonly,False
533,167.0,10.0,23.25064790818216,1.4439096630877453,23.25064790818216,87.59238596378832,18.511662347278783,79.61783439490446,physico,3.0,TRA,2,True,CDR23,regnonly,False
534,196.0,12.0,31.7660125879304,2.110329507589781,31.7660125879304,85.51018119041926,21.584598296927066,67.94871794871794,physico,3.8,TRA,2,True,CDR23,regnonly,False
535,223.0,12.0,40.50351721584598,3.517215845982969,40.50351721584598,83.02159192087207,23.694927804516844,58.50091407678245,physico,4.6,TRA,2,True,CDR23,regnonly,False
536,239.0,12.0,49.68530174009626,9.29285449833395,49.68530174009626,78.10938637324628,23.36171788226583,47.0193740685544,physico,5.4,TRA,2,True,CDR23,regnonly,False
537,241.0,13.0,62.08811551277304,12.51388374676046,62.08811551277304,69.2047552164724,17.956312476860422,28.920691711389384,physico,6.2,TRA,2,True,CDR23,regnonly,False
538,139.0,12.0,74.5279526101444,48.31543872639763,74.5279526101444,63.69540594625493,7.330618289522399,9.836065573770492,physico,7.0,TRA,2,True,CDR23,regnonly,False
539,65.0,12.0,87.26397630507219,72.3435764531655,87.26397630507219,64.04472474035613,3.628285820066642,4.15782774713619,physico,7.8,TRA,2,True,CDR23,regnonly,False
540,21.0,6.0,94.03924472417624,82.67308404294705,94.03924472417624,73.6570874501909,1.0736764161421697,1.141732283464567,physico,8.6,TRA,2,True,CDR23,regnonly,False
541,4.0,1.0,98.03776379118844,97.66753054424288,98.03776379118844,71.73047763457164,0.2961865975564606,0.3021148036253776,physico,9.4,TRA,2,True,CDR23,regnonly,False
542,1.0,1.0,99.4816734542762,99.4816734542762,99.4816734542762,37.51395608485299,0.0,0.0,physico,10.2,TRA,2,True,CDR23,regnonly,False
543,1.0,1.0,99.92595335061088,99.92595335061088,99.92595335061088,37.458317895516856,0.0,0.0,physico,11.0,TRA,2,True,CDR23,regnonly,False
544,1.0,1.0,100.0,100.0,100.0,37.430581266197706,0.0,0.0,physico,11.8,TRA,2,True,CDR23,regnonly,False
545,1.0,1.0,100.0,100.0,100.0,37.430581266197706,0.0,0.0,physico,12.6,TRA,2,True,CDR23,regnonly,False
546,1.0,1.0,100.0,100.0,100.0,37.430581266197706,0.0,0.0,physico,13.4,TRA,2,True,CDR23,regnonly,False
547,1.0,1.0,100.0,100.0,100.0,37.430581266197706,0.0,0.0,physico,14.2,TRA,2,True,CDR23,regnonly,False
548,1.0,1.0,100.0,100.0,100.0,37.430581266197706,0.0,0.0,physico,15.0,TRA,2,True,CDR23,regnonly,False
549,166.0,10.0,23.02850796001481,1.4439096630877453,23.02850796001481,87.53308770190814,18.28952239911144,79.42122186495178,physico,3.0,TRA,2,True,CDR123,regnonly,False
550,196.0,12.0,31.61791928915217,2.073306182895224,31.61791928915217,85.51946065808538,21.4735283228434,67.91569086651054,physico,3.8,TRA,2,True,CDR123,regnonly,False
551,228.0,12.0,39.65198074787116,3.4431691965938542,39.65198074787116,83.94643517253382,23.25064790818216,58.63678804855275,physico,4.6,TRA,2,True,CDR123,regnonly,False
552,241.0,12.0,47.57497223250648,9.107737874861163,47.57497223250648,79.53820215101581,22.65827471306924,47.62645914396887,physico,5.4,TRA,2,True,CDR123,regnonly,False
553,263.0,13.0,59.27434283598667,11.366160681229177,59.27434283598667,71.21828349558574,18.95594224361348,31.98001249219238,physico,6.2,TRA,2,True,CDR123,regnonly,False
554,177.0,12.0,71.26990003702332,15.660866345797851,71.26990003702332,64.23201935165362,8.922621251388374,12.51948051948052,physico,7.0,TRA,2,True,CDR123,regnonly,False
555,109.0,12.0,84.26508700481303,16.91965938541281,84.26508700481303,61.00178635049738,4.405775638652351,5.22847100175747,physico,7.8,TRA,2,True,CDR123,regnonly,False
556,55.0,6.0,92.52128841169936,21.73269159570529,92.52128841169936,57.10605888650312,1.5920029618659757,1.720688275310124,physico,8.6,TRA,2,True,CDR123,regnonly,False
557,15.0,4.0,97.44539059607553,66.90114772306553,97.44539059607553,51.47066183560152,0.3702332469455757,0.3799392097264438,physico,9.4,TRA,2,True,CDR123,regnonly,False
558,4.0,2.0,99.14846353202518,92.11403184005924,99.14846353202518,48.50835291450243,0.0740466493891151,0.0746825989544436,physico,10.2,TRA,2,True,CDR123,regnonly,False
559,2.0,2.0,99.8148833765272,93.96519807478712,99.8148833765272,31.608911631804173,0.0,0.0,physico,11.0,TRA,2,True,CDR123,regnonly,False
560,1.0,1.0,100.0,100.0,100.0,37.467604590892265,0.0,0.0,physico,11.8,TRA,2,True,CDR123,regnonly,False
561,1.0,1.0,100.0,100.0,100.0,37.467604590892265,0.0,0.0,physico,12.6,TRA,2,True,CDR123,regnonly,False
562,1.0,1.0,100.0,100.0,100.0,37.467604590892265,0.0,0.0,physico,13.4,TRA,2,True,CDR123,regnonly,False
563,1.0,1.0,100.0,100.0,100.0,37.467604590892265,0.0,0.0,physico,14.2,TRA,2,True,CDR123,regnonly,False
564,1.0,1.0,100.0,100.0,100.0,37.467604590892265,0.0,0.0,physico,15.0,TRA,2,True,CDR123,regnonly,False
565,32.0,5.0,1.8327310273619,0.129065565307176,1.8327310273619,100.0,1.8327310273619,100.0,physico,1.6,TR,2,True,CDR3,regnonly,False
566,110.0,8.0,9.989674754775423,1.3164687661331955,9.989674754775423,99.3181818181818,9.834796076406814,98.44961240310076,physico,2.16,TR,2,True,CDR3,regnonly,False
567,133.0,8.0,13.913267940113576,1.600413009808983,13.913267940113576,98.6842105263158,13.655136809499226,98.14471243042672,physico,2.72,TR,2,True,CDR3,regnonly,False
568,148.0,9.0,17.578729994837378,1.8069179143004648,17.578729994837378,98.59234234234232,17.24315952503872,98.09104258443466,physico,3.28,TR,2,True,CDR3,regnonly,False
569,143.0,9.0,20.5988642230253,2.065049044914817,20.5988642230253,98.30472557745286,20.314919979349508,98.62155388471176,physico,3.84,TR,2,True,CDR3,regnonly,False
570,147.0,10.0,23.902942694889003,4.491481672689726,23.902942694889003,97.80015902464882,23.231801755291688,97.19222462203024,physico,4.4,TR,2,True,CDR3,regnonly,False
571,144.0,10.0,26.25193598347961,5.807950438822922,26.25193598347961,97.03377255460587,25.42591636551368,96.8534906588004,physico,4.96,TR,2,True,CDR3,regnonly,False
572,146.0,11.0,28.57511615900877,6.892101187403201,28.57511615900877,96.9062533103629,27.878162106350025,97.5609756097561,physico,5.52,TR,2,True,CDR3,regnonly,False
573,176.0,11.0,31.775942178626742,7.305110996386164,31.775942178626742,95.56544125837604,30.046463603510585,94.55727051177904,physico,6.08,TR,2,True,CDR3,regnonly,False
574,190.0,12.0,34.925141972121835,7.511615900877646,34.925141972121835,95.35289639915877,33.04078471863707,94.60458240946046,physico,6.64,TR,2,True,CDR3,regnonly,False
575,196.0,12.0,39.46824987093444,7.924625709860609,39.46824987093444,94.28898861181035,32.00826019617966,81.09875735775016,physico,7.2,TR,2,True,CDR3,regnonly,False
576,208.0,13.0,45.8957150232318,7.97625193598348,45.8957150232318,89.69458612364308,30.56272586473929,66.59167604049493,physico,7.76,TR,2,True,CDR3,regnonly,False
577,202.0,12.0,53.76871450696954,8.415074858027879,53.76871450696954,87.61428023244603,29.4011357769747,54.68074891982717,physico,8.32,TR,2,True,CDR3,regnonly,False
578,171.0,12.0,62.85493030459473,26.819824470831183,62.85493030459473,84.1788053851454,21.5539494062984,34.29158110882957,physico,8.88,TR,2,True,CDR3,regnonly,False
579,126.0,12.0,72.0702116675271,47.41868869385648,72.0702116675271,83.56780177471178,10.221992772328342,14.183381088825216,physico,9.44,TR,2,True,CDR3,regnonly,False
580,81.0,11.0,80.61435209086216,70.65049044914817,80.61435209086216,82.46421111502515,7.072792978833247,8.77361511367275,physico,10.0,TR,2,True,CDR3,regnonly,False
581,133.0,8.0,13.458646616541351,1.1528822055137844,13.458646616541351,98.6842105263158,13.208020050125311,98.13780260707637,physico,3.0,TR,2,True,CDR23,regnonly,False
582,154.0,9.0,18.09523809523809,1.9799498746867168,18.09523809523809,98.10114128295946,17.769423558897245,98.1994459833795,physico,3.8,TR,2,True,CDR23,regnonly,False
583,167.0,10.0,21.8796992481203,2.255639097744361,21.8796992481203,97.75494465614226,21.17794486215539,96.7926689576174,physico,4.6,TR,2,True,CDR23,regnonly,False
584,173.0,10.0,24.73684210526316,4.2105263157894735,24.73684210526316,97.85163776493258,23.98496240601504,96.96048632218844,physico,5.4,TR,2,True,CDR23,regnonly,False
585,205.0,11.0,28.546365914786968,4.31077694235589,28.546365914786968,98.03338260655336,27.669172932330827,96.92712906057946,physico,6.2,TR,2,True,CDR23,regnonly,False
586,223.0,12.0,32.03007518796993,4.486215538847118,32.03007518796993,97.72874484757892,31.05263157894737,96.94835680751174,physico,7.0,TR,2,True,CDR23,regnonly,False
587,243.0,12.0,35.363408521303256,6.090225563909774,35.363408521303256,97.37835057118824,34.285714285714285,96.9525159461375,physico,7.8,TR,2,True,CDR23,regnonly,False
588,261.0,12.0,39.74937343358396,6.441102756892231,39.74937343358396,96.4909769995385,37.54385964912281,94.45145018915512,physico,8.6,TR,2,True,CDR23,regnonly,False
589,270.0,12.0,44.9874686716792,6.892230576441103,44.9874686716792,94.1968148100642,38.42105263157895,85.40389972144847,physico,9.4,TR,2,True,CDR23,regnonly,False
