,repertoire_id
1382,4099356958195117590-242ac113-0001-012
1383,7470886776580674026-242ac113-0001-012
1384,4982230435560877590-242ac113-0001-012
1385,3244938780922286571-242ac117-0001-012
1386,5965520872429588971-242ac118-0001-012
1387,7341388561107054100-242ac117-0001-012
1388,2140933789178139116-242ac114-0001-012
1389,1206395836628397590-242ac113-0001-012
1390,7341989856528494100-242ac117-0001-012
1391,2122508379478299116-242ac114-0001-012
1392,7877920827222594026-242ac113-0001-012
1393,6346722036525634026-242ac113-0001-012
1394,5225626232225197590-242ac113-0001-012
1395,7696747279570431510-242ac113-0001-012
1396,8731350333617270294-242ac113-0001-012
1397,4264756148764077590-242ac113-0001-012
1398,2145830051895579116-242ac114-0001-012
1399,3236146535662227946-242ac113-0001-012
1400,8031571316374957590-242ac113-0001-012
1401,4078698165501357590-242ac113-0001-012
1402,8227316416752194026-242ac113-0001-012
1403,7347959861069934100-242ac117-0001-012
1404,2160694620126637590-242ac113-0001-012
1405,2131484861126939116-242ac114-0001-012
1406,7735819868372397590-242ac113-0001-012
1407,9013412667347440106-242ac113-0001-012
1408,4671942489123394026-242ac113-0001-012
1409,7100808953658797590-242ac113-0001-012
1410,8974058939809197590-242ac113-0001-012
1411,7392007736327597590-242ac113-0001-012
1412,2434434879793589780-242ac117-0001-012
1413,6018177175773516267-242ac118-0001-012
1414,8308866018596351510-242ac113-0001-012
1415,8222365377254911510-242ac113-0001-012
1416,8778489569847874026-242ac113-0001-012
1417,4609333479539347946-242ac113-0001-012
1418,6500868412779074026-242ac113-0001-012
1419,8483101228203437590-242ac113-0001-012
1420,2121091040270619116-242ac114-0001-012
1421,365586306927554070-242ac113-0001-012
1422,8414940097215917590-242ac113-0001-012
1423,7518131416836674026-242ac113-0001-012
1424,935082752540077590-242ac113-0001-012
1425,837321401500307946-242ac113-0001-012
1426,7254420356114682346-242ac113-0001-012
1427,1297879739585064470-242ac113-0001-012
1428,3525050706218521066-242ac113-0001-012
1429,7454823598893634026-242ac113-0001-012
1430,7717850763340026346-242ac113-0001-012
1431,7921042298874434026-242ac113-0001-012
1432,7343106548025454100-242ac117-0001-012
1433,8550727385393402346-242ac113-0001-012
1434,6198994670517677590-242ac113-0001-012
1435,9038979336350274026-242ac113-0001-012
1436,4555849523112514026-242ac113-0001-012
1437,4999582103436717590-242ac113-0001-012
1438,8320216490617082346-242ac113-0001-012
1439,4462195795361197590-242ac113-0001-012
1440,5014563643916947946-242ac113-0001-012
1441,4886538564205997590-242ac113-0001-012
1442,4629992272233107946-242ac113-0001-012
1443,7620523368425722346-242ac113-0001-012
1444,5993781757237268971-242ac118-0001-012
1445,3347242564857696746-242ac113-0001-012
1446,3549016623730201066-242ac113-0001-012
1447,2602166413099667946-242ac113-0001-012
1448,4969681235673747946-242ac113-0001-012
1449,5344768625016237590-242ac113-0001-012
1450,1686178737881747946-242ac113-0001-012
1451,3781383765129162260-242ac117-0001-012
1452,3442547889155936746-242ac113-0001-012
1453,5993953555929108971-242ac118-0001-012
1454,2700892936482656746-242ac113-0001-012
1455,6277764370726317590-242ac113-0001-012
1456,6118335184698797590-242ac113-0001-012
1457,6849576807541314026-242ac113-0001-012
1458,5635011798973354476-242ac114-0001-012
1459,2603354229190496746-242ac113-0001-012
1460,5735997196008877590-242ac113-0001-012
1461,3187727479484256746-242ac113-0001-012
1462,3234839766027801066-242ac113-0001-012
1463,7698348175829242346-242ac113-0001-012
1464,1358739426169384470-242ac113-0001-012
1465,8886668182442480106-242ac113-0001-012
1466,5818245819727277590-242ac113-0001-012
1467,8973738783124034026-242ac113-0001-012
1468,5980424408946708971-242ac118-0001-012
1469,2122121836716626412-242ac114-0001-012
1470,2432201496799669780-242ac117-0001-012
1471,1792101626335784470-242ac113-0001-012
1472,5639693313325994476-242ac114-0001-012
1473,7889305857796346346-242ac113-0001-012
1474,1860821103071784470-242ac113-0001-012
1475,1382619444335144470-242ac113-0001-012
1476,1837885977711144470-242ac113-0001-012
1477,1631212151427624470-242ac113-0001-012
1478,3239140575072686571-242ac117-0001-012
1479,2888923100007961066-242ac113-0001-012
1480,2303846979654184470-242ac113-0001-012
1481,8617753064573833706-242ac116-0001-012
1482,2353453851922984470-242ac113-0001-012
